date,"""event_name""",gender,discipline_name,participant_name,participant_type,participant_country_code,participant_country,result,result_type
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,BERETTA Clemence,Person,FRA,France,5395,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,GARCIA LEON Kimberly,Person,PER,Peru,5410,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,SAKHARUK Mariia,Person,UKR,Ukraine,5412,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,LYRA Viviane,Person,BRA,Brazil,5431,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,BONILLA Magaly Beatriz,Person,ECU,Ecuador,5433,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,SOBCHUK Olena,Person,UKR,Ukraine,5472,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,LIU Hong,Person,CHN,China,5484,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,NTRISMPIOTI Antigoni,Person,GRE,Greece,5493,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,GIORGI Eleonora Anna,Person,ITA,Italy,5509,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,ORTEGA Alejandra,Person,MEX,Mexico,5518,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,MOUTARD Camille,Person,FRA,France,5518,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,STEY Pauline,Person,FRA,France,5519,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,MARTINKOVA Eliska,Person,CZE,Czechia,5550,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,FEIGE Saskia,Person,GER,Germany,5603,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,de ORBETA Rachelle,Person,PUR,Puerto Rico,5613,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,ZDZIEBLO Katarzyna,Person,POL,Poland,5632,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,HENDERSON Rebecca,Person,AUS,Australia,5662,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,FUJII Nanako,Person,JPN,Japan,5666,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,RECSEI Rita,Person,HUN,Hungary,5679,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,KATERINKA CZAKOVA Maria,Person,SVK,Slovakia,5686,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,TRAPLETTI Valentina,Person,ITA,Italy,5739,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,de SOUSA Gabriela,Person,BRA,Brazil,5750,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,BURZALOVA Hana,Person,SVK,Slovakia,5772,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,OLIVEIRA Vitoria,Person,POR,Portugal,5782,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,GUERRERO Ilse,Person,MEX,Mexico,5830,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,BEKMEZ Meryem,Person,TUR,Turkey,5886,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,PRIYANKA,Person,IND,India,5995,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,MADARASZ Viktoria,Person,HUN,Hungary,6081,TIME
2024-08-01,"""Women's 20km Race Walk""",W,Athletics,CABECINHA Ana,Person,POR,Portugal,6390,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,YAVI Winfred,Person,BRN,Bahrain,532.8,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,CHEMUTAI Peruth,Person,UGA,Uganda,533.3,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,CHEROTICH Faith,Person,KEN,Kenya,535.1,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,FINOT Alice,Person,FRA,France,538.7,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,ALMAYEW Sembo,Person,ETH,Ethiopia,540.8,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,CHEPKOECH Beatrice,Person,KEN,Kenya,544.2,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,BIRD Elizabeth,Person,GBR,Great Britain,544.4,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,MULETA Lomi,Person,ETH,Ethiopia,546.1,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,JERUTO Norah,Person,KAZ,Kazakhstan,549,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,MEYER Lea,Person,GER,Germany,549.6,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,SANCHEZ-ESCRIBANO Irene,Person,ESP,Spain,550.4,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,WAYMENT Courtney,Person,USA,United States,553.6,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,KONIECZEK Alicja,Person,POL,Poland,561.3,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,KRAUSE Gesa Felicitas,Person,GER,Germany,567,TIME
2024-08-06,"""Women's 3000m Steeplechase""",W,Athletics,CONSTIEN Valerie,Person,USA,United States,574.1,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,United States of America,Team,USA,United States,41.78,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,Great Britain,Team,GBR,Great Britain,41.85,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,Germany,Team,GER,Germany,41.97,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,France,Team,FRA,France,42.23,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,Jamaica,Team,JAM,Jamaica,42.29,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,Canada,Team,CAN,Canada,42.69,TIME
2024-08-09,"""Women's 4 x 100m Relay""",W,Athletics,Netherlands,Team,NED,Netherlands,42.74,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,United States of America,Team,USA,United States,195.3,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,Netherlands,Team,NED,Netherlands,200.5,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,Great Britain,Team,GBR,Great Britain,199.7,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,Ireland,Team,IRL,Ireland,199.9,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,France,Team,FRA,France,201.4,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,Canada,Team,CAN,Canada,202,TIME
2024-08-10,"""Women's 4 x 400m Relay""",W,Athletics,Belgium,Team,BEL,Belgium,202.4,TIME
2024-08-09,"""Women's 400m""",W,Athletics,PAULINO Marileidy,Person,DOM,Dominican Republic,48.17,TIME
2024-08-09,"""Women's 400m""",W,Athletics,NASER Salwa Eid,Person,BRN,Bahrain,48.53,TIME
2024-08-09,"""Women's 400m""",W,Athletics,KACZMAREK Natalia,Person,POL,Poland,48.98,TIME
2024-08-09,"""Women's 400m""",W,Athletics,ADELEKE Rhasidat,Person,IRL,Ireland,49.28,TIME
2024-08-09,"""Women's 400m""",W,Athletics,ANNING Amber,Person,GBR,Great Britain,49.29,TIME
2024-08-09,"""Women's 400m""",W,Athletics,HOLMES Alexis,Person,USA,United States,49.77,TIME
2024-08-09,"""Women's 400m""",W,Athletics,WILLIAMS Sada,Person,BAR,Barbados,49.83,TIME
2024-08-09,"""Women's 400m""",W,Athletics,JAEGER Henriette,Person,NOR,Norway,49.96,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,McLAUGHLIN-LEVRONE Sydney,Person,USA,United States,50.37,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,COCKRELL Anna,Person,USA,United States,51.87,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,BOL Femke,Person,NED,Netherlands,52.15,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,JONES Jasmine,Person,USA,United States,52.29,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,CLAYTON Rushell,Person,JAM,Jamaica,52.68,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,SALMON Shiann,Person,JAM,Jamaica,53.29,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,SUTHERLAND Savannah,Person,CAN,Canada,53.88,TIME
2024-08-08,"""Women's 400m Hurdles""",W,Athletics,MARAVAL Louise,Person,FRA,France,54.53,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,CHEBET Beatrice,Person,KEN,Kenya,868.6,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,KIPYEGON Faith,Person,KEN,Kenya,869.6,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,HASSAN Sifan,Person,NED,Netherlands,870.6,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,BATTOCLETTI Nadia,Person,ITA,Italy,871.6,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,KIPKEMBOI Margaret Chelimo,Person,KEN,Kenya,872.2,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,TAYE Ejgayehu,Person,ETH,Ethiopia,873,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,EISA Medina,Person,ETH,Ethiopia,875.4,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,GROVDAL Karoline Bjerkeli,Person,NOR,Norway,883.2,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,TSEGAY Gudaf,Person,ETH,Ethiopia,885.2,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,SCHWEIZER Karissa,Person,USA,United States,885.6,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,CRANNY Elise,Person,USA,United States,888.1,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,DAVIES Rose,Person,AUS,Australia,889.7,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,BLOMQVIST Nathalie,Person,FIN,Finland,893.1,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,MORGAN Whittni,Person,USA,United States,893.6,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,BREA Joselyn Daniely,Person,VEN,Venezuela,917,TIME
2024-08-06,"""Women's 5000m""",W,Athletics,NIYOMUKUNZI Francine,Person,BDI,Burundi,922.4,TIME
2024-08-05,"""Women's 800m""",W,Athletics,HODGKINSON Keely,Person,GBR,Great Britain,116.7,TIME
2024-08-05,"""Women's 800m""",W,Athletics,DUGUMA Tsige,Person,ETH,Ethiopia,117.2,TIME
2024-08-05,"""Women's 800m""",W,Athletics,MORAA Mary,Person,KEN,Kenya,117.4,TIME
2024-08-05,"""Women's 800m""",W,Athletics,MALONEY Shafiqua,Person,VIN,StVincent&Grenadines,117.7,TIME
2024-08-05,"""Women's 800m""",W,Athletics,LAMOTE Renelle,Person,FRA,France,118.2,TIME
2024-08-05,"""Women's 800m""",W,Athletics,MESELE Worknesh,Person,ETH,Ethiopia,118.3,TIME
2024-08-05,"""Women's 800m""",W,Athletics,WHITTAKER Juliette,Person,USA,United States,118.5,TIME
2024-08-05,"""Women's 800m""",W,Athletics,SEKGODISO Prudence,Person,RSA,South Africa,118.8,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,HASSAN Sifan,Person,NED,Netherlands,8575,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ASSEFA Tigst,Person,ETH,Ethiopia,8578,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,OBIRI Hellen,Person,KEN,Kenya,8590,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,LOKEDI Sharon,Person,KEN,Kenya,8594,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SHANKULE Amane Beriso,Person,ETH,Ethiopia,8637,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SUZUKI Yuka,Person,JPN,Japan,8642,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MERINGOR Delvine Relin,Person,ROU,Romania,8696,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CHESANG Stella,Person,UGA,Uganda,8761,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SALPETER Lonah Chemtai,Person,ISR,Israel,8768,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CHUMBA Eunice Chebichii,Person,BRN,Bahrain,8770,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,GARDADI Fatima Ezzahra,Person,MAR,Morocco,8790,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,LINDWURM Dakotah,Person,USA,United States,8804,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,STENSON Jessica,Person,AUS,Australia,8805,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,TROFIMOVA Sardana,Person,KGZ,Kyrgyzstan,8807,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,JEPCHIRCHIR Peres,Person,KEN,Kenya,8811,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SCHLUMPF Fabienne,Person,SUI,Switzerland,8890,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MAAYOUF Majida,Person,ESP,Spain,8915,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,VALDIVIA Thalia,Person,PER,Peru,8941,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,VERBRUGGEN Hanne,Person,BEL,Belgium,8943,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,WOLDU Mekdes,Person,FRA,France,8960,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,BORELLI Florencia,Person,ARG,Argentina,8969,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,BEKELE Helen,Person,SUI,Switzerland,8983,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SISSON Emily,Person,USA,United States,8993,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,GREGSON Genevieve,Person,AUS,Australia,8996,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SOLER Meritxell,Person,ESP,Spain,8996,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,HROCHOVA Tereza,Person,CZE,Czechia,9000,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CRISTIAN MOSCOTE Citlali,Person,MEX,Mexico,9003,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,McCORMACK Fionnuala,Person,IRL,Ireland,9012,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MAYER Domenika,Person,GER,Germany,9014,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,YAREMCHUK Sofiia,Person,ITA,Italy,9020,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MAKATISI Mokulubete Blandina,Person,LES,Lesotho,9020,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,OLDKNOW Cian,Person,RSA,South Africa,9029,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MAMAZHANOVA Zhanna,Person,KAZ,Kazakhstan,9051,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,GASHAW Tigist,Person,BRN,Bahrain,9053,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ELMORE Malindi,Person,CAN,Canada,9068,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,LISOWSKA Aleksandra,Person,POL,Poland,9070,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,van ZYL Irvette,Person,RSA,South Africa,9074,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,HOTTENROTT Laura,Person,GER,Germany,9079,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,FARKOUSSI Kaoutar,Person,MAR,Morocco,9094,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SHAURI Magdalena,Person,TAN,Tanzania,9118,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,OCAMPO Daiana,Person,ARG,Argentina,9122,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,NAVARRETE Esther,Person,ESP,Spain,9127,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CHELIMO Rose,Person,BRN,Bahrain,9128,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CHEPTEGEI Rebecca,Person,UGA,Uganda,9134,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,STEYN Gerda,Person,RSA,South Africa,9171,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,EVANS Clara,Person,GBR,Great Britain,9181,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,GALBADRAKH Khishigsaikhan,Person,MGL,Mongolia,9206,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,BAYARTSOGT Munkhzaya,Person,MGL,Mongolia,9207,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,TIYOURI Maor,Person,ISR,Israel,9217,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,LUIJTEN Anne,Person,NED,Netherlands,9222,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ICHIYAMA Mao,Person,JPN,Japan,9253,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,WIKSTROM Carolina,Person,SWE,Sweden,9260,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,GRANJA Mary Zenaida,Person,ECU,Ecuador,9274,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,PERRIER Marie,Person,MRI,Mauritius,9296,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MAYER Julia,Person,AUT,Austria,9314,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,TEJEDA Gladys,Person,PER,Peru,9336,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SANTOS Susana,Person,POR,Portugal,9357,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,TESFU Dolshi,Person,ERI,Eritrea,9390,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ZHANG Deshun,Person,CHN,China,9407,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,FRENCH Camille,Person,NZL,New Zealand,9441,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ORTIZ MOROCHO Silvia Patricia,Person,ECU,Ecuador,9443,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ROJAS Luz Mery,Person,PER,Peru,9444,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,HERNANDEZ FLORES Margarita,Person,MEX,Mexico,9444,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MACH Angelika,Person,POL,Poland,9476,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,RICHARDSSON Camilla,Person,FIN,Finland,9482,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,STEWARTOVA Moira,Person,CZE,Czechia,9487,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,EPIS Giovanna,Person,ITA,Italy,9506,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,JOHANNES Helalia,Person,NAM,Namibia,9516,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CHELANGAT Mercyline,Person,UGA,Uganda,9580,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ROLLIN Meline,Person,FRA,France,9617,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,BJELJAC Bojana,Person,CRO,Croatia,9673,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,XIA Yuyu,Person,CHN,China,9730,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,CHACHA Rosa Alva,Person,ECU,Ecuador,9734,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,JULIEN Melody,Person,FRA,France,9752,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,ORJUELA Angie,Person,COL,Colombia,9777,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,BAI Li,Person,CHN,China,9884,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,MUKANDANGA Clementine,Person,RWA,Rwanda,9940,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,HARVEY Rose,Person,GBR,Great Britain,10263,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,SHRESTHA Shantoshi,Person,NEP,Nepal,10506,TIME
2024-08-11,"""Women's Marathon""",W,Athletics,LHAMO Kinzang,Person,BHU,Bhutan,13979,TIME
